Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Patent citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Sustainable Development Goals (2021),Topic Cluster name,Topic Cluster number,Topic name,Topic number,Topic Cluster Prominence Percentile,Topic Prominence Percentile
DM-CSAT: a LTE-U/Wi-Fi coexistence solution based on reinforcement learning,"de Santana, P.M.| de Sousa, V.A.| Abinader, F.M.| de C. Neto, J.M.",4,57205347855| 6603844872| 55762821500| 57201094693,2019,2019-08-15,Telecommunication Systems,71,4,615-626,-,ISSN-10184864,21916,Journal,1.02,30,4,29,0.375,43,0.38,7,14,1.56,9,14,18,0,"de Santana, P.M., de Sousa, V.A., Abinader, F.M. and 1 more (...) (2019).DM-CSAT: a LTE-U/Wi-Fi coexistence solution based on reinforcement learning. Telecommunication Systems,71(4) 615-626",https://www.scopus.com/record/display.url?eid=2-s2.0-85059669167&origin=resultslist,10.1007/s11235-018-00535-7,Article,,2-s2.0-85059669167,-,Universidade Federal do Rio Grande do Norte,1,121055839| 60023857,Samsung R&D Institute of Amazônia (SIDIA)| Universidade Federal do Rio Grande do Norte,57205347855,57201094693,57205347855,-,Brazil,2208,Electrical and Electronic Engineering,-,"Cognitive Radio,MIMO Systems,Orthogonal Frequency Division Multiplexing",3,"Local Thermodynamic Equilibrium,Wi-Fi,Long Term Evolution (LTE)",48253,97.793,92.703
Closed-Form Solution for Traveling Wave-Based Fault Location on Non-Homogeneous Lines,"Leite, E.J.S.| Lopes, F.V.| Costa, F.B.| Neves, W.L.A.",4,57192229235| 55700698000| 22333585200| 57193213938,2019,2019-06-01,IEEE Transactions on Power Delivery,34,3,1138-1150,8648247,ISSN-08858977,17370,Journal,2.34,4,9.3,6,2.129,5,0.5,11,14,1.4,9.99,14,21,0,"Leite, E.J.S., Lopes, F.V., Costa, F.B. and 1 more (...) (2019).Closed-Form Solution for Traveling Wave-Based Fault Location on Non-Homogeneous Lines. IEEE Transactions on Power Delivery,34(3) 1138-1150",https://www.scopus.com/record/display.url?eid=2-s2.0-85066408778&origin=resultslist,10.1109/TPWRD.2019.2900674,Article,,2-s2.0-85066408778,-,Universidade Federal de Campina Grande| Universidade de Brasília| Universidade Federal do Rio Grande do Norte,3,60024989| 60023857| 60003709,Universidade de Brasília| Universidade Federal do Rio Grande do Norte| Universidade Federal de Campina Grande,57192229235,57193213938,57192229235,-,Brazil,2102| 2208,Energy Engineering and Power Technology| Electrical and Electronic Engineering,-,"Electric Fault Location,Electric Lines,Electric Power Distribution",407,"Electric Fault Location,Fault Detection,Power Lines",1374,64.883,97.068
Ascent–descent variable neighborhood decomposition search for community detection by modularity maximization,"Džamić, D.| Aloise, D.| Mladenović, N.",3,57194552463| 12759644500| 55947364100,2019,2019-01-01,Annals of Operations Research,272,1-2,273-287,-,ISSN-02545330,23090,Journal,1.53,12,5,18,1.117,20,0.44,21,14,1.24,10.45,14,24,0,"Džamić, D., Aloise, D., Mladenović, N. (2019).Ascent–descent variable neighborhood decomposition search for community detection by modularity maximization. Annals of Operations Research,272(1-2) 273-287",https://www.scopus.com/record/display.url?eid=2-s2.0-85020710257&origin=resultslist,10.1007/s10479-017-2553-9,Article,,2-s2.0-85020710257,-,University of Belgrade| Mathematical Institute of the Serbian Academy of Sciences and Arts| Universidade Federal do Rio Grande do Norte,3,60068815| 60023857| 60068829| 60068830,University of Belgrade| Universidade Federal do Rio Grande do Norte| Srpska akademija nauka i umetnosti| Matematički Institut SANU,57194552463,55947364100,57194552463,-,Serbia| Brazil,1800| 1803,General Decision Sciences| Management Science and Operations Research,-,"Graph In Graph Theory,Coloring,Graphic Methods",262,"Maximal Clique,Combinatorial Optimisation,Maximum Independent Set",22323,63.679,86.669
Unsupervised classification of data streams based on typicality and eccentricity data analytics,"Costa, B.S.J.| Bezerra, C.G.| Guedes, L.A.| Angelov, P.P.",4,25122100700| 55314704100| 35761038800| 7003690831,2016,2016-11-07,"2016 IEEE International Conference on Fuzzy Systems, FUZZ-IEEE 2016",-,-,58-63,7737668,-,21100789851,Conference Proceeding,-,-,-,-,-,-,2.55,36,14,3.03,2.97,25,7,0,"Costa, B.S.J., Bezerra, C.G., Guedes, L.A. and 1 more (...) (2016).Unsupervised classification of data streams based on typicality and eccentricity data analytics. 2016 IEEE International Conference on Fuzzy Systems, FUZZ-IEEE 2016,58-63",https://www.scopus.com/record/display.url?eid=2-s2.0-85006766697&origin=resultslist,10.1109/FUZZ-IEEE.2016.7737668,Conference Paper,Green,2-s2.0-85006766697,-,Universidad Carlos III de Madrid| Lancaster University| Universidade Federal do Rio Grande do Norte,3,112659637| 112659637| 60023857| 60117772| 60023643| 60001741,"Federal Institute of Rio Grande do Norte| Federal Institute of Rio Grande do Norte| Universidade Federal do Rio Grande do Norte| School of Computing and Communications, Lancaster University| Lancaster University| Universidad Carlos III de Madrid",25122100700,7003690831,-,-,United Kingdom| Spain| Brazil,2606| 2609| 2611,Control and Optimization| Logic| Modeling and Simulation,-,"Fuzzy Systems,Fuzzy Inference,Neural Networks",573,"Fuzzy Modeling,Data Streams,Artificial Intelligence",19733,59.599,93.461
The theory of learning styles applied to distance learning,"Costa, R.D.| Souza, G.F.| Valentim, R.A.M.| Castro, T.B.",4,57218877135| 57218882245| 35606294400| 57218879332,2020,2020-12-01,Cognitive Systems Research,64,-,134-145,-,ISSN-13890417,12886,Journal,1.57,14,6,12,0.52,42,7.19,139,14,2.35,5.95,8,10,0,"Costa, R.D., Souza, G.F., Valentim, R.A.M. and 1 more (...) (2020).The theory of learning styles applied to distance learning. Cognitive Systems Research,64134-145",https://www.scopus.com/record/display.url?eid=2-s2.0-85090574353&origin=resultslist,10.1016/j.cogsys.2020.08.004,Article,,2-s2.0-85090574353,-,Universidade Federal do Rio Grande do Norte,1,108368123| 60023857| 60023857,IFRN| Universidade Federal do Rio Grande do Norte| Universidade Federal do Rio Grande do Norte,57218877135,57218879332,57218877135,-,Brazil,1702| 2805| 3205,Artificial Intelligence| Cognitive Neuroscience| Experimental and Cognitive Psychology,SDG 4,"Students,Teaching,Education; E-Learning",200,"Distance Education,Social Presence,Online Discussion",1761,92.241,99.017
Parallel implementation on FPGA of support vector machines using stochastic gradient descent,"Lopes, F.F.| Ferreira, J.C.| Fernandes, M.A.C.",3,57210151112| 7403252405| 7202947679,2019,2019-06-01,Electronics (Switzerland),8,6,-,631,ISSN-20799292,21100829272,Journal,1.11,26,1.9,57,0.303,50,0.93,20,14,1.39,10.08,14,21,0,"Lopes, F.F., Ferreira, J.C., Fernandes, M.A.C. (2019).Parallel implementation on FPGA of support vector machines using stochastic gradient descent. Electronics (Switzerland),8(6) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85069709533&origin=resultslist,10.3390/electronics8060631,Article,Gold,2-s2.0-85069709533,-,University of Porto| Universidade Federal do Rio Grande do Norte,2,60023857| 60020432| 60007249| 60023857,"Universidade Federal do Rio Grande do Norte| Institute for Systems and Computer Engineering, Technology and Science| Universidade do Porto| Universidade Federal do Rio Grande do Norte",57210151112,7202947679,7202947679,-,Portugal| Brazil,1705| 1708| 1711| 2207| 2208,Computer Networks and Communications| Hardware and Architecture| Signal Processing| Control and Systems Engineering| Electrical and Electronic Engineering,-,"Classification (Of Information),Learning Systems,Algorithms",195,"Transfer Of Learning,Coordinate Descent,Convex Minimization",11071,93.846,99.026
Machine learning applied to retinal image processing for glaucoma detection: Review and perspective,"Barros, D.M.S.| Moura, J.C.C.| Freire, C.R.| Taleb, A.C.| Valentim, R.A.M.| Morais, P.S.G.",6,57216405721| 57216405534| 57216405540| 8541307300| 35606294400| 56540943100,2020,2020-04-15,BioMedical Engineering Online,19,1,-,20,ISSN-1475925X,28586,Journal,1.25,24,5.1,19,0.6,41,1.68,37,14,1.22,11.49,8,23,0,"Barros, D.M.S., Moura, J.C.C., Freire, C.R. and 3 more (...) (2020).Machine learning applied to retinal image processing for glaucoma detection: Review and perspective. BioMedical Engineering Online,19(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85083411121&origin=resultslist,10.1186/s12938-020-00767-2,Review,Gold|Green,2-s2.0-85083411121,32293466,Universidade Federal de Goiás| Universidade Federal do Rio Grande do Norte,2,60023857| 60027136,Universidade Federal do Rio Grande do Norte| Universidade Federal de Goiás,57216405721,56540943100,57216405721,-,Brazil,2204| 2502| 2741| 3614,"Biomedical Engineering| Biomaterials| Radiology, Nuclear Medicine and Imaging| Radiological and Ultrasound Technology",-,"Eye,Optical Coherence Tomography,Macular Degeneration",33,"Retina Image,Ophthalmology,Diabetic Retinopathy",3408,94.114,99.115
A new model of metasurface used for linear-to-circular polarization conversion in antenna array,"Montalvão, E.S.R.| Montalvão, A.C.P.S.| Campos, A.L.P.S.| Gomes Neto, A.",4,57148262600| 57148127100| 16309023400| 6603647208,2016,2016-04-01,Microwave and Optical Technology Letters,58,4,861-864,-,ISSN-08952477,12250,Journal,0.56,58,1.6,50,0.278,50,0.56,15,13,0.33,9.19,27,56,0,"Montalvão, E.S.R., Montalvão, A.C.P.S., Campos, A.L.P.S. and 1 more (...) (2016).A new model of metasurface used for linear-to-circular polarization conversion in antenna array. Microwave and Optical Technology Letters,58(4) 861-864",https://www.scopus.com/record/display.url?eid=2-s2.0-84959378876&origin=resultslist,10.1002/mop.29681,Article,,2-s2.0-84959378876,-,Universidade Federal do Rio Grande do Norte,1,60023857| 60023857| 106772862,Universidade Federal do Rio Grande do Norte| Universidade Federal do Rio Grande do Norte| Federal Institute of Education,57148262600,6603647208,16309023400,-,Brazil,2208| 2504| 3104| 3107,"Electrical and Electronic Engineering| Electronic, Optical and Magnetic Materials| Condensed Matter Physics| Atomic and Molecular Physics, and Optics",-,"Plasmons,Metamaterials,Surface Plasmon Resonance",47,"Berry Phase,Holograms,Optics",8673,99.532,99.898
Heightened state-feedback predictive control for DFIG-based wind turbines to enhance its LVRT performance,"Taveiros, F.E.V.| Barros, L.S.| Costa, F.B.",3,56132137800| 55493359300| 22333585200,2019,2019-01-01,International Journal of Electrical Power and Energy Systems,104,-,943-956,-,ISSN-01420615,17985,Journal,1.85,8,8.9,8,1.203,13,0.77,30,13,1.3,9.99,15,23,0,"Taveiros, F.E.V., Barros, L.S., Costa, F.B. (2019).Heightened state-feedback predictive control for DFIG-based wind turbines to enhance its LVRT performance. International Journal of Electrical Power and Energy Systems,104943-956",https://www.scopus.com/record/display.url?eid=2-s2.0-85051672944&origin=resultslist,10.1016/j.ijepes.2018.07.028,Article,,2-s2.0-85051672944,-,Universidade Federal do Rio Grande do Norte,1,60023857,Universidade Federal do Rio Grande do Norte,56132137800,22333585200,56132137800,-,Brazil,2102| 2208,Energy Engineering and Power Technology| Electrical and Electronic Engineering,SDG 7,"Wind Turbines,Wind Power,Asynchronous Generators",423,"Asynchronous Generators,Wind Power,Fault Current Limiters",1255,85.084,97.677
Using metasurface structures as signal polarisers in microstrip antennas,"Paiva, J.L.S.| da Silva, J.P.| Campos, A.L.P.S.| de Andrade, H.D.",4,57205490997| 8776554000| 16309023400| 55203431500,2019,2019-01-09,"IET Microwaves, Antennas and Propagation",13,1,23-27,-,ISSN-17518725,6100153023,Journal,1.19,22,4,28,0.705,24,0.66,12,13,1.44,9,15,20,0,"Paiva, J.L.S., da Silva, J.P., Campos, A.L.P.S. and 1 more (...) (2019).Using metasurface structures as signal polarisers in microstrip antennas. IET Microwaves, Antennas and Propagation,13(1) 23-27",https://www.scopus.com/record/display.url?eid=2-s2.0-85060188402&origin=resultslist,10.1049/iet-map.2018.5112,Article,Bronze,2-s2.0-85060188402,-,Universidade Federal do Rio Grande do Norte,1,60023857| 60023857| 106585937,Universidade Federal do Rio Grande do Norte| Universidade Federal do Rio Grande do Norte| Federal University of the Semi-Arid Region,57205490997,55203431500,57205490997,-,Brazil,2208,Electrical and Electronic Engineering,-,"Antennas,Slot Antennas,Microwave Antennas",55,"Microstrip Antennas,Conductors,Antenna",8651,93.043,89.775
Automatic modulation classification architectures based on cyclostationary features in impulsive environments,"Câmara, T.V.R.O.| Lima, A.D.L.| Lima, B.M.M.| Fontes, A.I.R.| Martins, A.D.M.| Silveira, L.F.Q.",6,57211266139| 57203183985| 57226350378| 55763633400| 55415511600| 56363591700,2019,2019-01-01,IEEE Access,7,-,138512-138527,2943300,ISSN-21693536,21100374601,Journal,1.77,9,3.9,16,0.775,13,0.58,13,13,1.69,7.71,15,17,0,"Câmara, T.V.R.O., Lima, A.D.L., Lima, B.M.M. and 3 more (...) (2019).Automatic modulation classification architectures based on cyclostationary features in impulsive environments. IEEE Access,7138512-138527",https://www.scopus.com/record/display.url?eid=2-s2.0-85073265812&origin=resultslist,10.1109/ACCESS.2019.2943300,Article,Gold,2-s2.0-85073265812,-,Universidade Federal do Rio Grande do Norte,1,60023857| 60023857| 122648092,Universidade Federal do Rio Grande do Norte| Universidade Federal do Rio Grande do Norte| Federal Institute of Rio Grande do Norte,57211266139,56363591700,57211266139,-,Brazil,1700| 2200| 2500,General Computer Science| General Engineering| General Materials Science,-,"Cognitive Radio,MIMO Systems,Orthogonal Frequency Division Multiplexing",3,"Cumulants,Convolutional Neural Network,Orthogonal Frequency Division Multiplexing (OFDM)",6030,97.793,95.978
An iterative model predictive control algorithm for constrained nonlinear systems,"Silva, N.F.| Dórea, C.E.T.| Maitelli, A.L.",3,57211263761| 7004096252| 6602549353,2019,2019-09-01,Asian Journal of Control,21,5,2193-2207,-,ISSN-15618625,12221,Journal,1,32,4.1,33,0.72,29,0.76,17,13,1.25,10.37,15,24,0,"Silva, N.F., Dórea, C.E.T., Maitelli, A.L. (2019).An iterative model predictive control algorithm for constrained nonlinear systems. Asian Journal of Control,21(5) 2193-2207",https://www.scopus.com/record/display.url?eid=2-s2.0-85073211574&origin=resultslist,10.1002/asjc.1815,Article,,2-s2.0-85073211574,-,Universidade Federal do Rio Grande do Norte,1,112726440| 60023857,"Instituto Federal de Educação, Ciência e Tecnologia do Rio| Universidade Federal do Rio Grande do Norte",57211263761,6602549353,57211263761,-,Brazil,2207,Control and Systems Engineering,-,"Control,Controllers,Linear Matrix Inequalities",9,"Linear System,Linear Parameter-varying Systems,Feedback Law",750,97.592,97.249
Experimental evaluation of ROS compatible SLAM algorithms for RGB-D sensors,"Da Silva, B.M.F.| Xavier, R.S.| Do Nascimento, T.P.| Gonsalves, L.M.G.",4,55538204200| 57202497625| 18038159700| 8843298100,2017,2017-12-15,"Proceedings - 2017 LARS 14th Latin American Robotics Symposium and 2017 5th SBR Brazilian Symposium on Robotics, LARS-SBR 2017 - Part of the Robotics Conference 2017",2017-,-,1-6,-,-,21100864434,Conference Proceeding,-,-,-,-,-,-,0.61,12,12,2.11,3.79,26,12,0,"Da Silva, B.M.F., Xavier, R.S., Do Nascimento, T.P. and 1 more (...) (2017).Experimental evaluation of ROS compatible SLAM algorithms for RGB-D sensors. Proceedings - 2017 LARS 14th Latin American Robotics Symposium and 2017 5th SBR Brazilian Symposium on Robotics, LARS-SBR 2017 - Part of the Robotics Conference 2017,2017-1-6",https://www.scopus.com/record/display.url?eid=2-s2.0-85048571388&origin=resultslist,10.1109/SBR-LARS-R.2017.8215331,Conference Paper,,2-s2.0-85048571388,-,Universidade Federal da Paraíba| Universidade Federal do Rio Grande do Norte,2,60023857| 60011324| 60023857,Universidade Federal do Rio Grande do Norte| Universidade Federal da Paraíba| Universidade Federal do Rio Grande do Norte,55538204200,8843298100,-,-,Brazil,1702| 2606,Artificial Intelligence| Control and Optimization,-,"Algorithms,Computer Vision,Models",0,"Robot,Grid Maps,Mobile Robots",211,99.799,98.358
Mandelbrot fractal microstrip antennas,"Minervino, D.R.| D'Assunção, A.G.| Peixeiro, C.",3,55926126500| 7004474343| 6701730449,2016,2016-01-01,Microwave and Optical Technology Letters,58,1,83-86,-,ISSN-08952477,12250,Journal,0.56,58,1.6,50,0.278,50,0.43,18,12,0.76,9.19,28,36,0,"Minervino, D.R., D'Assunção, A.G., Peixeiro, C. (2016).Mandelbrot fractal microstrip antennas. Microwave and Optical Technology Letters,58(1) 83-86",https://www.scopus.com/record/display.url?eid=2-s2.0-84948845144&origin=resultslist,10.1002/mop.29492,Article,,2-s2.0-84948845144,-,University of Lisbon| Instituto de Telecomunicações| Universidade Federal do Rio Grande do Norte,3,60023857| 60017375| 60004956| 60106051,Universidade Federal do Rio Grande do Norte| Instituto de Telecomunicacoes| Instituto Superior Técnico| Universidade de Lisboa,55926126500,6701730449,7004474343,-,Portugal| Brazil,2208| 2504| 3104| 3107,"Electrical and Electronic Engineering| Electronic, Optical and Magnetic Materials| Condensed Matter Physics| Atomic and Molecular Physics, and Optics",-,"Antennas,Slot Antennas,Microwave Antennas",55,"Patch Antennas,Sierpinski Carpet,Antenna",9952,93.043,88.615
